Description,Extension,Category,MIME type
NEC PC-88 tape image,.t88,Software emulation,Unknown
Virtual Game Station memory card save,.vgs,Software emulation,Unknown
EightyOne Sinclair ZX81 ROM image,.a83,Software emulation,Unknown
ZX Spectrum emulator file,.san,Software emulation,Unknown
Commodore C64 emulator data,.64b,Software emulation,Unknown
ZSNES movie data,.zmv,Software emulation,Unknown
ZX Spectrum emulator Super Level Loader snapshot file,.slt,Software emulation,application/vnd.epson.salt
Nightmare module,.nmm,Software emulation,Unknown
Sega Genesis ROM image,.md,Software emulation,text/markdown
ZSNES slot 1 saved state,.zs1,Software emulation,Unknown
SHARP MZ-series emulator data,.prg,Software emulation,Unknown
Atari Lynx ROM image file,.lnx,Software emulation,Unknown
Wii BRTEX texture,.brtex,Software emulation,Unknown
MAME CHD diff saved data,.dif,Software emulation,Unknown
ZX Spectrum memory dump,.raw,Software emulation,image/x-panasonic-raw
PlaySaver and PSEmuPro memory card save and single game save file,.mc,Software emulation,Unknown
Pentagon 1024 overscan,.posc,Software emulation,Unknown
Wiimm Nintendo Wii disc file,.wdf,Software emulation,Unknown
Interact DexDrive memory card saved state,.gme,Software emulation,Unknown
Snes9x slot 2 saved game,0.001,Software emulation,Unknown
Virtual Boy disk image,.vb,Software emulation,Unknown
HP9100A program,.hpf,Software emulation,Unknown
Don Knuth's MMIX emulator file,.mix,Software emulation,Unknown
C64 emulator data,.pdb,Software emulation,application/vnd.palm
ZX Spectrum emulator MB-02 disk format,.mdb,Software emulation,application/x-msaccess
GENS zipped Sega Genesis ROM,.zsg,Software emulation,Unknown
ZX Spectrum emulator data,.fdd,Software emulation,Unknown
Sega SG-1000 image,.sg,Software emulation,Unknown
ZSNES movie #1,.zm1,Software emulation,Unknown
Gens movie capture,.gmv,Software emulation,Unknown
Perfect ZX tape format,.pzx,Software emulation,Unknown
Q-emuLator data,.qcf,Software emulation,Unknown
Personal Paint polish language user interface,.pol,Software emulation,Unknown
Sinclair ZX Spectrum emulator snapshot,.sit,Software emulation,application/x-stuffit
Z80 Spectrum emulator data,0,Software emulation,Unknown
TR-DOS data file format,.$d,Software emulation,Unknown
PCSX emulator saved game,.pcsxstate,Software emulation,Unknown
ZX Spectrum emulator input-recording format,.rzx,Software emulation,Unknown
Speccy ZX Spectrum emulator snapshot,.archimedes,Software emulation,Unknown
ZX Spectrum emulator data,.opd,Software emulation,Unknown
Super Game Boy image,.sgb,Software emulation,Unknown
PogoShell data,.cwz,Software emulation,Unknown
GNM Output music,.gnm,Software emulation,Unknown
ZSNES slot 7 saved state,.zs7,Software emulation,Unknown
ZX Spectrum-Emulator snapshot file,.sem,Software emulation,Unknown
SHARP MZ-series emulator data,.mzt,Software emulation,Unknown
P-88 memory data,.n80,Software emulation,Unknown
Nintendo Entertainment System FamicomS emulator ROM image,.fam,Software emulation,Unknown
ZX Spectrum emulator data,.blk,Software emulation,Unknown
ZSNES movie #9,.zm9,Software emulation,Unknown
DeSmuME saved state,.ds4,Software emulation,Unknown
Amiga metafile,.amf,Software emulation,Unknown
ZX-32 snapshot extended,.snx,Software emulation,Unknown
ZSNES slot 5 saved state,.zs5,Software emulation,Unknown
ZSNES slot 9 saved state,.zs9,Software emulation,Unknown
ZX SPECTRUM emulator data,.pal,Software emulation,Unknown
TR-DOS ZX Spectrum file in HOBETA format,.$?,Software emulation,Unknown
Atari Jaguar Cinepak Chunky-format 16-bit RGB film file,.crg,Software emulation,Unknown
Z88 Disk ROM image,.epr,Software emulation,Unknown
ZX Spectrum emulator input-recording format,.air,Software emulation,application/vnd.adobe.air-application-installer-package+zip
ZSNES slot 3 saved state,.zs3,Software emulation,Unknown
Boxer for Mac cd-rom image,.cdmedia,Software emulation,Unknown
ZSNES slot 6 saved state,.zs6,Software emulation,Unknown
Famtasia movie capture,.fmv,Software emulation,Unknown
Nintendo 64 memory export file,.a64,Software emulation,Unknown
Amiga Forever XADML file,.xadml,Software emulation,Unknown
J. Swiatek SP ZX Spectrum emulator tape,.spc,Software emulation,application/x-pkcs7-certificates
Atari Jaguar Cinepak Smooth-format 16-bit RGB film file,.srg,Software emulation,Unknown
ZX Spectrum emulator Speculator file,.zx82,Software emulation,Unknown
ZX Spectrum emulator tape file,.itm,Software emulation,Unknown
ZSNES slot 0 saved state file,.zs0,Software emulation,Unknown
ZX Spectrum emulator data,.wdr,Software emulation,Unknown
Virtual Game Station memory data,.mem,Software emulation,Unknown
Genecyst save state 6 file,.gs6,Software emulation,Unknown
ZX Spectrum emulator data,.out,Software emulation,Unknown
ZSNES slot 8 saved state file,.zs8,Software emulation,Unknown
C64 PC64 Emulator file,.64d,Software emulation,Unknown
ZSNES Movie #6 file,.zm6,Software emulation,Unknown
ZSNES Movie #8 file,.zm8,Software emulation,Unknown
ZSNES Movie #4 file,.zm4,Software emulation,Unknown
ZSNES Movie #7 file,.zm7,Software emulation,Unknown
ZSNES Movie #3 file,.zm3,Software emulation,Unknown
Sega Genesis ROM image,.mgd,Software emulation,Unknown
Open Virtual Machine Format single archive,.ova,Virtualization,Unknown
Configuration information,.conf,Virtualization,text/plain
VirtualBox extension pack file,.vbox-extpack,Virtualization,Unknown
VirtualBox disk image,.vdi,Virtualization,Unknown
Virtual Hard Disk file,.vhd,Virtualization,Unknown
VMware virtual disk,.vmdk,Virtualization,Unknown
VMware virtual machine's paging data,.vmem,Virtualization,Unknown
VirtualBox XML settings backup,.xml-prev,Virtualization,Unknown
QEMU Copy-On-Write data,.qcow2,Virtualization,Unknown
Open Virtualization Format package file,.ovf,Virtualization,Unknown
Microsoft Windows Hyper-V virtual hard disk,.vhdx,Virtualization,Unknown
VMware configuration data file,.vmx,Virtualization,Unknown
Parallels Desktop virtual machine,.pvm,Virtualization,Unknown
Microsoft Hyper-V differencing disk data,.avhd,Virtualization,Unknown
VMware VM BIOS state,.nvram,Virtualization,Unknown
Microsoft Virtual PC settings,.vmc,Virtualization,Unknown
Parallels Desktop or Workstation virtual hard disk,.hdd,Virtualization,Unknown
VirtualBox settings,.vbox,Virtualization,Unknown
Parallels virtual machine floppy disk drive image,.fdd,Virtualization,Unknown
VMware virtual machine package,.vmwarevm,Virtualization,Unknown
Virtual PC virtual floppy disk image,.vfd,Virtualization,Unknown
VMWare cache data,.menudata,Virtualization,Unknown
Parallels configuration data,.pvs,Virtualization,Unknown
VMware Workstation appData cache file,.appinfo,Virtualization,Unknown
Citrix Xen Virtual Appliance data,.xva,Virtualization,Unknown
Parallels Desktop hard disk image,.hds,Virtualization,Unknown
Parallels Desktop copied configuration file,.pvc,Virtualization,Unknown
VMware snapshots and metadata,.vmsd,Virtualization,Unknown
VMWare cache,.appicon,Virtualization,Unknown
Parallels Desktop related data,.efd,Virtualization,Unknown
Microsoft Virtual PC virtual machine shell information,.vmcx,Virtualization,Unknown
VMware team virtual machine configuration,.vmxf,Virtualization,Unknown
VMware cache,.appdata,Virtualization,Unknown
VirtualBox data,.r0,Virtualization,Unknown
VMware log file,.vmsg,Virtualization,Unknown
VMware virtual memory data,.vswp,Virtualization,Unknown
VMware virtual disk,.dsk,Virtualization,Unknown
VMware Consolidated Backup archive,.vcb,Virtualization,Unknown
VMware suspended state,.vmss,Virtualization,Unknown
VMware snapshot state,.vmsn,Virtualization,Unknown
VMware Workstation log,.hlog,Virtualization,Unknown
VMware vCenter Orchestrator application,.vmoapp,Virtualization,Unknown
VMware Unix Agent debug data,.zrp,Virtualization,Unknown
Parallels virtual machine memory dump,.mem,Virtualization,Unknown
Virtual machine's memory saved-state,.vsv,Virtualization,Unknown
QEMU Qcow disk image,.img,Virtualization,Unknown
Parallels shared folders,.psf,Virtualization,application/x-font-linux-psf
VMware configuration data,.vmac,Virtualization,Unknown
QEMU Copy-On-Write data,.qcow,Virtualization,Unknown
VMware console configuration,.xvm,Virtualization,application/xv+xml
Q virtual machine,.qvm,Virtualization,Unknown
VMware ThinApp virtual registry data,.tvr,Virtualization,Unknown
VMware replay recording,.vmlog,Virtualization,Unknown
VMware suspended state data,.std,Virtualization,application/vnd.sun.xml.draw.template
VMware Fusion temporary data,.vmdk-converttmp,Virtualization,Unknown
Microsoft Virtual PC virtual machine undo data,.vud,Virtualization,Unknown
LibVirt PKI data,.pki,Virtualization,application/pkixcmp
VMware team configuration,.vmtm,Virtualization,Unknown
VMware ACE master configuration,.vmxa,Virtualization,Unknown
WMvare policy data,.vmpl,Virtualization,Unknown
Virtual machine package,.vpc6,Virtualization,Unknown
VMware ACE hot fix,.vmhf,Virtualization,Unknown
VMware data,.fm,Virtualization,application/vnd.framemaker
VMware configuration,.vmt,Virtualization,Unknown
Parallels Tools settings,.pvi,Virtualization,Unknown
Virtual machine package,.vpc7,Virtualization,Unknown
Paralllels Desktop data,.syndarticle,Virtualization,Unknown
VMware ACE hot fix file,.vmhr,Virtualization,Unknown
VMware configuration,.vmba,Virtualization,Unknown
Parallels Desktop preference file,.kbd,Virtualization,Unknown
Virtual machine performance and state metadata file,.scoreboard,Virtualization,Unknown
Partial download,.part,Internet related,Unknown
Google Chrome incomplete download,.crdownload,Internet related,Unknown
Portable Network Graphic file,.png,Internet related,image/png
Active Server Page Extended ASP.NET script,.aspx,Internet related,Unknown
JavaScript object notation data interchange format,.json,Internet related,application/json
BitTorrent information,.torrent,Internet related,application/x-bittorrent
Email message,.eml,Internet related,message/rfc822
WebVTT subtitle format,.vtt,Internet related,Unknown
"ShockWave Flash, Animated vector format for the Internet",.swf,Internet related,application/x-shockwave-flash
HyperText Markup Language web page,.html,Internet related,text/html
Jakarta (Java) Server page,.jsp,Internet related,Unknown
XML document,.xml,Internet related,application/xml
Versit message format,.vmsg,Internet related,Unknown
Netscape certificate index data file,.cert,Internet related,Unknown
Link to Google Sheets web application spreadsheet document,.gsheet,Internet related,Unknown
PHP script or page,.php,Internet related,Unknown
ASP.NET web handler file,.ashx,Internet related,Unknown
Dropbox shared folder,.dropbox,Internet related,Unknown
Link to Google Docs web application document,.gdoc,Internet related,Unknown
Resource Description Framework data,.rdf,Internet related,application/rdf+xml
Magnet download link,.magnet,Internet related,Unknown
Privacy Enhanced Mail security certificate,.pem,Internet related,Unknown
Graphics interchange file format,.gif,Internet related,image/gif
Matroska WebM video,.webm,Internet related,video/webm
Active Server Page script page,.asp,Internet related,Unknown
Metalink 4.0 data,.meta4,Internet related,Unknown
JavaScript source code script,.js,Internet related,text/javascript
Google image file format,.webp,Internet related,image/webp
HTML Hypertext Markup Language web page,.htm,Internet related,text/html
Opera incomplete download,.opdownload,Internet related,Unknown
Microsoft Windows Phone and Microsoft Silverlight application package,.xap,Internet related,application/x-silverlight-app
Flash video,.flv,Internet related,video/x-flv
BSON binary JSON code,.bson,Internet related,Unknown
Multi-Purpose Internet Mail Extensions (MIME) format (RFC822),.mime,Internet related,message/rfc822
Link to Google Slides web application presentation,.gslides,Internet related,Unknown
Apple Safari Internet URL,.webloc,Internet related,Unknown
Mozilla partial download,.download,Internet related,Unknown
WebEx media data,.ucf,Internet related,Unknown
Cascading Style Sheets,.css,Internet related,text/css
Mime HTML (MHTML) document,.mht,Internet related,message/rfc822
3DML model,.3dm,Internet related,Unknown
HTML5 Hypertext Markup Language revision 5 source,.html5,Internet related,Unknown
Java bytecode class,.class,Internet related,application/java-vm
Message Disposition Notification,.disposition-notification,Internet related,Unknown
Internet Explorer 9 pinned site shortcut,.website,Internet related,Unknown
UC Browser web document archive,.uhtml,Internet related,Unknown
Really Simple Syndication - RSS file format,.rss,Internet related,application/rss+xml
XML schema description,.xsd,Internet related,Unknown
OLE web page storage stream,.mso,Internet related,Unknown
JDownloader download link container,.dlc,Internet related,Unknown
Oracle WebLogic Server Java Web Services data,.jws,Internet related,Unknown
Internet Shortcut - URL - Uniform Resource Locator,.url,Internet related,Unknown
Microsoft Visual Studio ASP.NET WCF Web service data,.svc,Internet related,Unknown
Upload file,.upload,Internet related,Unknown
Adobe Flash shared object,.sol,Internet related,Unknown
HTML server side include data,.inc,Internet related,text/x-pascal
JavaScript configuration,.jsc,Internet related,Unknown
FlashGet saved data,.jcd,Internet related,Unknown
BitTorrent unfinished download,.bc,Internet related,Unknown
Newzbin download pointer,.nzb,Internet related,Unknown
Binary JavaScript data,.jsxbin,Internet related,Unknown
Safari browser cookies package,.binarycookies,Internet related,Unknown
Internet security certificate,.crt,Internet related,application/x-x509-ca-cert
Microsoft partially downloaded data,.partial,Internet related,Unknown
HTML program,.hta,Internet related,Unknown
eDonkey download link,.ed2k,Internet related,Unknown
Common Gateway Interface script,.cgi,Internet related,Unknown
Synchronized Multimedia Integration Language multimedia presentation,.smil,Internet related,application/smil+xml
Opera Mini saved web page,.obml,Internet related,Unknown
Data Transformation Services data,.dts,Internet related,audio/vnd.dts
BitTorrent metainfo,.zed,Internet related,Unknown
HTML server side include data file,.stm,Internet related,Unknown
Google Desktop Gadget,.gg,Internet related,Unknown
Merak Mail Server Internet Message Access Protocol data,.imap,Internet related,Unknown
"SGML entity, character mapping data file",.ent,Internet related,Unknown
Hyperbanner Java animation,.sap,Internet related,Unknown
SPARQL Query Results XML format result,.srx,Internet related,application/sparql-results+xml
Bittorrent unfinished download,.bc!,Internet related,Unknown
Link to Google Forms web application form document,.gform,Internet related,Unknown
AOL Personal Filling Cabinet,.pfc,Internet related,Unknown
DER encoded internet security certificate,.der,Internet related,application/x-x509-ca-cert
XML eXtensible stylesheet,.xsl,Internet related,application/xml
Scam torrent file,.tps,Internet related,Unknown
PHP Extension and Application Repository archive,.phar,Internet related,Unknown
Extensible HTML document,.xhtml,Internet related,application/xhtml+xml
OPML Outline Processor Markup Language file format,.opml,Internet related,Unknown
HTML server side include HTML document,.shtml,Internet related,Unknown
PICS rules data,.prf,Internet related,application/pics-rules
XML4web virtual HTML document,.xtml,Internet related,Unknown
Microsoft rss feed store,.feed-ms,Internet related,Unknown
Microsoft Internet Explorer style sheet,.ssh,Internet related,Unknown
Entrust public key infrastructure file format,.pki,Internet related,application/pkixcmp
PHP Web page,.phtml,Internet related,Unknown
Archived Konqueror HTML page,.war,Internet related,Unknown
